"Game","Count","PopularityCategory"
"ninja-fishing",2,"Not so popular"
"imaginary-range",2,"Not so popular"
"cortex-command",2,"Not so popular"
"defender-2",2,"Not so popular"
"parameters",2,"Not so popular"
"tilt-to-live",2,"Not so popular"
"faerie-solitaire",2,"Not so popular"
"ddr-hottest-party-3",2,"Not so popular"
"planetside",2,"Not so popular"
"super-monday-night-combat",2,"Not so popular"
"rock-of-ages",2,"Not so popular"
"portal-2-peer-review",2,"Not so popular"
"home",2,"Not so popular"
"ether-lords",2,"Not so popular"
"castlevania-circle-of-the-moon",2,"Not so popular"
"castlevania-order-of-ecclesia",2,"Not so popular"
"master-of-orion",2,"Not so popular"
"simcity-2000",2,"Not so popular"
"skate-2",2,"Not so popular"
"feeding-frenzy",2,"Not so popular"
"a-reckless-disregard-for-gravity",2,"Not so popular"
"annoying-challenge",2,"Not so popular"
"gemini-rue",2,"Not so popular"
"gran-turismo-2",2,"Not so popular"
"no-heroes-allowed",2,"Not so popular"
"canabalt",2,"Not so popular"
"eversion",2,"Not so popular"
"elder-sign-omens",2,"Not so popular"
"skies-of-arcadia-legends",2,"Not so popular"
"dragon-nest",2,"Not so popular"
"stronghold-3",2,"Not so popular"
"return-to-castle-wolfenstein",2,"Not so popular"
"dr-laser",2,"Not so popular"
"lord-of-ultima",2,"Not so popular"
"atlantica-online",2,"Not so popular"
"war-metal-tyrant",2,"Not so popular"
"rage-of-bahamut",2,"Not so popular"
"taskmaker",2,"Not so popular"
"kirby-super-star",2,"Not so popular"
"cubemen",2,"Not so popular"
"kid-icarus-myths-monsters",2,"Not so popular"
"tony-hawks-pro-skater-hd",2,"Not so popular"
"stacking",2,"Not so popular"
"wario-land",2,"Not so popular"
"team-fortress-2-beta",2,"Not so popular"
"pocket-academy",2,"Not so popular"
"no-zombies-allowed",2,"Not so popular"
"infinite-undiscovery",2,"Not so popular"
"worms-world-party",2,"Not so popular"
"happy-action-theatre",2,"Not so popular"
"nitronic-rush",2,"Not so popular"
"eternal-sonata",2,"Not so popular"
"tropico-series",2,"Not so popular"
"tonic-trouble",2,"Not so popular"
"soulcraft",2,"Not so popular"
"syndicate-2012",2,"Not so popular"
"hearts-of-iron-2",2,"Not so popular"
"game-gear",2,"Not so popular"
"spyparty",2,"Not so popular"
"slenderman",2,"Not so popular"
"flow",2,"Not so popular"
"time-fcuk",2,"Not so popular"
"tower-wars",2,"Not so popular"
"ratchet-and-clank-a-crack-in-time",2,"Not so popular"
"zen-pinball-2",2,"Not so popular"
"me3-leviathan",2,"Not so popular"
"radiant-defense",2,"Not so popular"
"word-hero",2,"Not so popular"
"order-and-chaos-online",2,"Not so popular"
"grim-fandango",2,"Not so popular"
"warface",2,"Not so popular"
"star-wars-clone-wars-adventures",2,"Not so popular"
"guns-of-icarus",2,"Not so popular"
"the-settlers-online",2,"Not so popular"
"muds",2,"Not so popular"
"ufo-afterlight",2,"Not so popular"
"chessmaster",2,"Not so popular"
"carcassonne",2,"Not so popular"
"sonic-adventure-2-battle",2,"Not so popular"
"bunny-must-die",2,"Not so popular"
"sid-meiers-simgolf",2,"Not so popular"
"bloons-td-4",2,"Not so popular"
"tales-from-the-minus-lab",2,"Not so popular"
"magic-the-gathering-tactics",2,"Not so popular"
"need-for-speed-prostreet",2,"Not so popular"
"devil-may-cry-3",2,"Not so popular"
"star-wars-tie-fighter",2,"Not so popular"
"suikoden",2,"Not so popular"
"ultima-6",2,"Not so popular"
"tiny-bang-story",2,"Not so popular"
"grand-theft-auto-2",2,"Not so popular"
"lufia-2",2,"Not so popular"
"wipeout-2048",2,"Not so popular"
"dragon-quest-v",2,"Not so popular"
"pandoras-tower",2,"Not so popular"
"earth-defense-force",2,"Not so popular"
"18-wheels-of-steel",2,"Not so popular"
"qasir-al-wasat",2,"Not so popular"
"adventure-time-hikwysog",2,"Not so popular"
"poptropica",2,"Not so popular"
"ryzom",2,"Not so popular"
"the-pyraplex",2,"Not so popular"
"minigore2",2,"Not so popular"
"id-tech-3",2,"Not so popular"
"cars-2",2,"Not so popular"
"shank-2",2,"Not so popular"
"chrono-cross",2,"Not so popular"
"stars",2,"Not so popular"
"kinect-fun-labs",2,"Not so popular"
"insaniquarium-deluxe",2,"Not so popular"
"warz-infestation-stories",2,"Not so popular"
"mumble",2,"Not so popular"
"starseed-pilgrim",2,"Not so popular"
"tomb-raider",2,"Not so popular"
"a-world-of-keflings",2,"Not so popular"
"dead-pixels",2,"Not so popular"
"tiny-and-big",2,"Not so popular"
"mega-man-series",2,"Not so popular"
"dungeonland",2,"Not so popular"
"ultima-5-lazarus",2,"Not so popular"
"angry-birds-seasons",2,"Not so popular"
"skulls-of-the-shogun",2,"Not so popular"
"impire",2,"Not so popular"
"7.62-high-calibre",2,"Not so popular"
"metal-slug-2",2,"Not so popular"
"nhl-13",2,"Not so popular"
"kirby-crystal-shards",2,"Not so popular"
"starbase-orion",2,"Not so popular"
"pole-position",2,"Not so popular"
"pocket-stables",2,"Not so popular"
"year-walk",2,"Not so popular"
"crimson-room",2,"Not so popular"
"the-last-stand-dead-zone",2,"Not so popular"
"crash-team-racing",2,"Not so popular"
"phantasy-star-universe",2,"Not so popular"
"etherlords-2",2,"Not so popular"
"sniper-ghost-warrior",2,"Not so popular"
"war-of-the-roses",2,"Not so popular"
"bladeslinger",2,"Not so popular"
"nova-3",2,"Not so popular"
"red-orchestra",2,"Not so popular"
"game-of-thrones-ascent",2,"Not so popular"
"magicka-square-tablet",2,"Not so popular"
"badland",2,"Not so popular"
"no-more-heroes",2,"Not so popular"
"guns-of-icarus-online",2,"Not so popular"
"pid",2,"Not so popular"
"a-valley-without-wind-2",2,"Not so popular"
"the-hunter",2,"Not so popular"
"x-men",2,"Not so popular"
"soul-hackers",2,"Not so popular"
"dirt-showdown",2,"Not so popular"
"star-trader-rpg",2,"Not so popular"
"dots",2,"Not so popular"
"hitman-2-silent-assassin",2,"Not so popular"
"persona-2-innocent-sin",2,"Not so popular"
"terrafirmacraft",2,"Not so popular"
"skyward-collapse",2,"Not so popular"
"ratchet-deadlocked",2,"Not so popular"
"warhammer-quest",2,"Not so popular"
"the-swapper",2,"Not so popular"
"might-and-magic-8-day-of-destroyer",2,"Not so popular"
"aliens-colonial-marines",2,"Not so popular"
"shadow-warrior",2,"Not so popular"
"cyber-knights",2,"Not so popular"
"vector",2,"Not so popular"
"kinect-star-wars",2,"Not so popular"
"scurvy-scallywags",2,"Not so popular"
"metal-slug-3",2,"Not so popular"
"superfrog",2,"Not so popular"
"final-fantasy-dimensions",2,"Not so popular"
"desert-strike-return-to-the-gulf",2,"Not so popular"
"dnd-shadow-over-mystara",2,"Not so popular"
"unreal-tournament-99",2,"Not so popular"
"mcpixel",2,"Not so popular"
"gas-guzzlers",2,"Not so popular"
"spotpass",2,"Not so popular"
"happy-jump",2,"Not so popular"
"receiver",2,"Not so popular"
"pitman",2,"Not so popular"
"harvest-moon-gb",2,"Not so popular"
"hacker-evolution-series",2,"Not so popular"
"mardek-2",2,"Not so popular"
"roxio-pc-game-capture",2,"Not so popular"
"divekick",2,"Not so popular"
"lost-planet-3",2,"Not so popular"
"mass-effect-3-citadel",2,"Not so popular"
"pokemon-zeta-omicron",2,"Not so popular"
"grand-theft-auto-1",2,"Not so popular"
"wheres-my-water-2",2,"Not so popular"
"the-king-of-fighters",2,"Not so popular"
"megapolis",2,"Not so popular"
"sanctum-2",2,"Not so popular"
"grand-battle",2,"Not so popular"
"futuridium-ep",2,"Not so popular"
"la-mulana",2,"Not so popular"
"frogatto-and-friends",2,"Not so popular"
"oddworld-abes-exoddus",2,"Not so popular"
"deluge-rpg",2,"Not so popular"
"wazhack",2,"Not so popular"
"dungeon-keeper",2,"Not so popular"
"space-empires-4",2,"Not so popular"
"sacred-2",2,"Not so popular"
"forged-alliance-forever",2,"Not so popular"
"spacebase-df-9",2,"Not so popular"
"battlefield-series",2,"Not so popular"
"fate-stay-night",2,"Not so popular"
"phoenix-wright-dual-destinies",2,"Not so popular"
"the-lost-vikings",2,"Not so popular"
"world-of-warplanes",2,"Not so popular"
"no-more-room-in-hell",2,"Not so popular"
"happy-wars",2,"Not so popular"
"klonoa",2,"Not so popular"
"waiting-in-line-3d",2,"Not so popular"
"powerstar-golf",2,"Not so popular"
"rayman-fiesta-run",2,"Not so popular"
"american-mcgees-alice",2,"Not so popular"
"just-cause-2-multiplayer",2,"Not so popular"
"kings-quest-v",2,"Not so popular"
"colossatron",2,"Not so popular"
"one-must-fall-2097",2,"Not so popular"
"conquest-of-paradise",2,"Not so popular"
"mugen-souls",2,"Not so popular"
"sacred",2,"Not so popular"
"ogame",2,"Not so popular"
"my-little-pony",2,"Not so popular"
"aura-kingdom",2,"Not so popular"
"tagpro",2,"Not so popular"
"sorcery",2,"Not so popular"
"little-racers-street",2,"Not so popular"
"need-for-speed-hot-pursuit-2",2,"Not so popular"
"long-live-the-queen",2,"Not so popular"
"zeus-master-of-olympus",2,"Not so popular"
"impossible-mission",2,"Not so popular"
"titan-attacks",2,"Not so popular"
"windows-98",2,"Not so popular"
"road-rash",2,"Not so popular"
"running-with-rifles",2,"Not so popular"
"2048-numberwang",2,"Not so popular"
"worms-2-armageddon",2,"Not so popular"
"tower-of-guns",2,"Not so popular"
"crash-bandicoot-2",2,"Not so popular"
"descent-3",2,"Not so popular"
"pixeljunk-shooter",2,"Not so popular"
"pools-of-darkness",2,"Not so popular"
"dead-island-epidemic",2,"Not so popular"
"the-settlers-3",2,"Not so popular"
"penny-arcade-4",2,"Not so popular"
"ace-combat-assault-horizon",2,"Not so popular"
"fantasy-lcs",2,"Not so popular"
"spiderman-3",2,"Not so popular"
"conception-2",2,"Not so popular"
"eq-landmark",2,"Not so popular"
"space-empires-5",2,"Not so popular"
"naruto-ultimate-ninja-3",2,"Not so popular"
"metroid-fusion",2,"Not so popular"
"impossible-test-2",2,"Not so popular"
"state-of-decay-lifeline",2,"Not so popular"
"the-impossible-quiz",2,"Not so popular"
"soul-harvester",2,"Not so popular"
"pixel-kingdom",2,"Not so popular"
"sonic-cd",2,"Not so popular"
"world-of-tanks-blitz",2,"Not so popular"
"grid-autosport",2,"Not so popular"
"sword-coast-adventures",2,"Not so popular"
"front-mission",2,"Not so popular"
"winuae",2,"Not so popular"
"zoo-tycoon-2013",2,"Not so popular"
"atelier-escha-and-logy",2,"Not so popular"
"fistful-of-frags",2,"Not so popular"
"touch",2,"Not so popular"
"dont-touch-the-spikes",2,"Not so popular"
"the-last-of-us-remastered",2,"Not so popular"
"vega-conflict",2,"Not so popular"
"trials-frontier",2,"Not so popular"
"civilization-revolution-2",2,"Not so popular"
"revolution-60",2,"Not so popular"
"anno-1503",2,"Not so popular"
"escape-goat-2",2,"Not so popular"
"doom-and-destiny",2,"Not so popular"
"swing-copters",2,"Not so popular"
"pokerstars",2,"Not so popular"
"pixel-gun-3d",2,"Not so popular"
"commandos-2",2,"Not so popular"
"super-star-wars",2,"Not so popular"
"planetary-annihilation",2,"Not so popular"
"fable-anniversary",2,"Not so popular"
"battle-camp",2,"Not so popular"
"star-realms",2,"Not so popular"
"mafia-1",2,"Not so popular"
"jade-empire",2,"Not so popular"
"watch-dogs-bad-blood",2,"Not so popular"
"sherlock-holmes",2,"Not so popular"
"grand-theft-auto-content-creator",2,"Not so popular"
"seabeard",2,"Not so popular"
"samurai-warriors-4",2,"Not so popular"
"incremental-zoo",2,"Not so popular"
"olliolli",2,"Not so popular"
"mob-wars",2,"Not so popular"
"bayonetta-2",2,"Not so popular"
"descent-1",2,"Not so popular"
"forge-of-empires",2,"Not so popular"
"brave-trials",2,"Not so popular"
"lords-of-the-fallen",2,"Not so popular"
"assassins-creed-freedom-cry",2,"Not so popular"
"shadowgate",2,"Not so popular"
"endless-battle",2,"Not so popular"
"freedom-planet",2,"Not so popular"
"peggle-blast",2,"Not so popular"
"battle-inf",2,"Not so popular"
"run-sackboy-run",2,"Not so popular"
"dungeonmans",2,"Not so popular"
"retry",2,"Not so popular"
"little-raiders",2,"Not so popular"
"golden-sun",2,"Not so popular"
"life-is-feudal",2,"Not so popular"
"80-days",2,"Not so popular"
"f-zero",2,"Not so popular"
"epoch",2,"Not so popular"
"cross-country-canada",2,"Not so popular"
"ratchet-and-clank",2,"Not so popular"
"manhunt",2,"Not so popular"
"citizens-of-earth",2,"Not so popular"
"sega-32x",2,"Not so popular"
"deadpool",2,"Not so popular"
"global-operations",2,"Not so popular"
"madden-15",2,"Not so popular"
"grow-home",2,"Not so popular"
"nba2k15",2,"Not so popular"
"centurion",2,"Not so popular"
"pro-evolution-soccer-2015",2,"Not so popular"
"republique",2,"Not so popular"
"battle-islands",2,"Not so popular"
"trivia-crack",2,"Not so popular"
"cytus",2,"Not so popular"
"baldurs-gate-tutu",2,"Not so popular"
"dojo-quest",2,"Not so popular"
"sega-dreamcast",2,"Not so popular"
"universe-sandbox-2",2,"Not so popular"
"spyro-series",2,"Not so popular"
"zombie-highway-2",2,"Not so popular"
"fire-emblem-series",2,"Not so popular"
"mario-party-series",2,"Not so popular"
"castle-of-illusion",2,"Not so popular"
"tactics-ogre",2,"Not so popular"
"streetpass-squad-mii-force",2,"Not so popular"
"knights-of-pen-paper-2",2,"Not so popular"
"clash-of-kings",2,"Not so popular"
"code-combat",2,"Not so popular"
"yandere-simulator",2,"Not so popular"
"sonic-the-hedgehog-2",2,"Not so popular"
"pleasedonttouchanything",2,"Not so popular"
"i-wanna-be-the-guy",2,"Not so popular"
"bomberman",2,"Not so popular"
"rebuild-3",2,"Not so popular"
"sorcery-2",2,"Not so popular"
"i-am-bread",2,"Not so popular"
"pokemon-puzzle-league",2,"Not so popular"
"lego-the-hobbit",2,"Not so popular"
"gears-of-war-series",2,"Not so popular"
"disciples-2",2,"Not so popular"
"just-dance-2015",2,"Not so popular"
"football-manager-2015",2,"Not so popular"
"turbo-dismount",2,"Not so popular"
"hex-tcg",2,"Not so popular"
"felspire",2,"Not so popular"
"might-and-magic-heroes-online",2,"Not so popular"
"zak-mckracken",2,"Not so popular"
"loom",2,"Not so popular"
"prinny-research-squad",2,"Not so popular"
"the-dig",2,"Not so popular"
"pokemon-ranger",2,"Not so popular"
"donkey-kong",2,"Not so popular"
"source-filmmaker",2,"Not so popular"
"depth",2,"Not so popular"
"the-room-3",2,"Not so popular"
"earthsiege-2",2,"Not so popular"
"mario-tennis-ultra-smash",2,"Not so popular"
"far-cry-series",2,"Not so popular"
"zen-bound-2",2,"Not so popular"
"dont-starve-shipwrecked",2,"Not so popular"
"vlogger-go-viral",2,"Not so popular"
"angry-birds-friends",2,"Not so popular"
"guitar-hero-aerosmith",2,"Not so popular"
"planetbase",2,"Not so popular"
"tex-murphy-2",2,"Not so popular"
"mortal-kombat-series",2,"Not so popular"
"pony-island",2,"Not so popular"
"rwby-grimm-eclipse",2,"Not so popular"
"barbie-pet-rescue",2,"Not so popular"
"monument-valley",2,"Not so popular"
"lego-marvel-avengers",2,"Not so popular"
"final-fantasy-explorers",2,"Not so popular"
"battlefield-bad-company-series",2,"Not so popular"
"dragon-fin-soup",2,"Not so popular"
"megadimension-neptunia-v2",2,"Not so popular"
"the-walking-dead-series",2,"Not so popular"
"need-for-speed-carbon",2,"Not so popular"
"football-manager-2008",2,"Not so popular"
"rainbow-six",2,"Not so popular"
"star-trek-timelines",2,"Not so popular"
"alphabear",2,"Not so popular"
"skyforce-unite",2,"Not so popular"
"tennis-club-story",2,"Not so popular"
"candy-crush-soda",2,"Not so popular"
"move-or-die",2,"Not so popular"
"unreal-gold",2,"Not so popular"
"starfox-zero",2,"Not so popular"
"teslagrad",2,"Not so popular"
"renowned-explorers",2,"Not so popular"
"mirrors-edge-catalyst",2,"Not so popular"
"tree-of-savior",2,"Not so popular"
"kim-kardashian-hollywood",2,"Not so popular"
"stranded-deep",2,"Not so popular"
"stephens-sausage-roll",2,"Not so popular"
"huniepop",2,"Not so popular"
"kleptocats",2,"Not so popular"
"battleborn",2,"Not so popular"
"original-war",2,"Not so popular"
"grand-kingdom",2,"Not so popular"
"ms-pacman",2,"Not so popular"
"heretic-series",2,"Not so popular"
"zero-time-dilemma",2,"Not so popular"
"rhythm-heaven-megamix",2,"Not so popular"
"gran-turismo-series",2,"Not so popular"
"tokyo-mirage-sessions-fe",2,"Not so popular"
"videoball",2,"Not so popular"
"we-happy-few",2,"Not so popular"
"stronghold-crusader",2,"Not so popular"
"faeria",2,"Not so popular"
"zombie-frontier-3",2,"Not so popular"
"rabi-ribi",2,"Not so popular"
"this-is-the-police",2,"Not so popular"
"bowmasters",2,"Not so popular"
"oddworld-abes-oddysee",2,"Not so popular"
"battlefield-1-beta",2,"Not so popular"
"punch-out",2,"Not so popular"
"google-maps",2,"Not so popular"
"politicats",2,"Not so popular"
"project-highrise",2,"Not so popular"
"angry-birds-2",2,"Not so popular"
"god-eater-2",2,"Not so popular"
"hexcells",2,"Not so popular"
"wsop-poker",2,"Not so popular"
"nintendo-nightmare",2,"Not so popular"
"tsum-tsum",2,"Not so popular"
"satans-hollow",2,"Not so popular"
"sunless-sea-zubmariner",2,"Not so popular"
"god-eater-resurrection",2,"Not so popular"
"pokemon-sm-demo",2,"Not so popular"
"pickcrafter",2,"Not so popular"
"nova-covert-ops",2,"Not so popular"
"the-trail",2,"Not so popular"
"hello-neighbor",2,"Not so popular"
"disney-emoji-blitz",2,"Not so popular"
"the-last-guardian",2,"Not so popular"
"pokemon-revolution-online",2,"Not so popular"
"1-bit-rogue",2,"Not so popular"
"wasted",2,"Not so popular"
"persona-series",2,"Not so popular"
"deep-loot",2,"Not so popular"
"spaz2",2,"Not so popular"
"jazz-jackrabbit",2,"Not so popular"
"total-war-battles-kingdom",2,"Not so popular"
"thea-the-awakening",2,"Not so popular"
"the-binding-of-isaac-antibirth",2,"Not so popular"
"xcom-2-long-war-2",2,"Not so popular"
"lara-croft-go",2,"Not so popular"
"the-turing-test",2,"Not so popular"
"yakuza-0",2,"Not so popular"
"else-heart-break",2,"Not so popular"
"dc-legends",2,"Not so popular"
"streets-of-rogue",2,"Not so popular"
"westerado",2,"Not so popular"
"osiris-new-dawn",2,"Not so popular"
"lego-worlds",2,"Not so popular"
"fortresscraft-evolved",2,"Not so popular"
"tetris-dx",2,"Not so popular"
"trails-in-the-sky-sc",2,"Not so popular"
"mario-party-4",2,"Not so popular"
"outlast-2",2,"Not so popular"
"tumbleseed",2,"Not so popular"
"oregon-trail-ii",2,"Not so popular"
"polybius",2,"Not so popular"
"mega-man",2,"Not so popular"
"cut-the-rope-2",2,"Not so popular"
"the-elder-scrolls-legends",2,"Not so popular"
"apple-watch",2,"Not so popular"
"hp-prisoner-of-azkaban",2,"Not so popular"
"victor-vran",2,"Not so popular"
"diablo-3-necromancer",2,"Not so popular"
"arms",2,"Not so popular"
"constructor-hd",2,"Not so popular"
"hp-and-the-philosophers-stone-pc",2,"Not so popular"
"snake-pass",2,"Not so popular"
"star-trek-25th-anniversary",2,"Not so popular"
"grand-prix-story-2",2,"Not so popular"
"sega-genesis-classics",2,"Not so popular"
"zsnes",2,"Not so popular"
"bios",2,"Not so popular"
"game-studio-tycoon-3",2,"Not so popular"
"port-royale-2",2,"Not so popular"
"superhot-vr",2,"Not so popular"
"hellblade-senuas-sacrifice",2,"Not so popular"
"unreal-tournament-4",2,"Not so popular"
"trails-of-cold-steel-2",2,"Not so popular"
"little-stars-for-little-wars-2.0",2,"Not so popular"
"car-mechanic-simulator-2015",2,"Not so popular"
"everybodys-golf",2,"Not so popular"
"metroid-samus-returns",2,"Not so popular"
"opus-rocket-of-whispers",2,"Not so popular"
"art-of-conquest",2,"Not so popular"
"marvel-vs-capcom-infinite",2,"Not so popular"
"mario-luigi-superstar-saga",2,"Not so popular"
"cognition-an-erica-reed-thriller",2,"Not so popular"
"goldsrc-engine",2,"Not so popular"
"words-with-friends-2",2,"Not so popular"
"bomber-crew",2,"Not so popular"
"idle-heroes",2,"Not so popular"
"sonic-forces",2,"Not so popular"
"flywrench",2,"Not so popular"
"nine-hours-nine-persons-nine-doors",2,"Not so popular"
"life-is-strange-before-the-storm",2,"Not so popular"
"desert-golfing",2,"Not so popular"
"just-dance-2017",2,"Not so popular"
"oh-sir-the-insult-simulator",2,"Not so popular"
"fallout-new-vegas-dead-money",2,"Not so popular"
"affordable-space-adventures",2,"Not so popular"
"star-trek-armada-2",2,"Not so popular"
"dark-messiah-of-might-and-magic",2,"Not so popular"
"ghostbusters-the-video-game",2,"Not so popular"
"agent-a-a-puzzle-in-disguise",2,"Not so popular"
"the-dark-eye-chains-of-satinav",2,"Not so popular"
"space-invaders-infinity-gene",2,"Not so popular"
"saints-row-series",2,"Not so popular"
"enter-the-matrix",2,"Not so popular"
"prince-of-persia-forgotten-sands",2,"Not so popular"
"prince-of-persia-the-two-thrones",2,"Not so popular"
"mount-and-blade-napoleonic-wars",2,"Not so popular"
"captain-toad-treasure-tracker",2,"Not so popular"
"cat-quest",2,"Not so popular"
"riddick-escape-from-butcher-bay",2,"Not so popular"
"back-to-the-future-the-game",2,"Not so popular"
"blazblue-continuum-shift-extend",2,"Not so popular"
"kingdom-new-lands",2,"Not so popular"
"blazblue-continuum-shift",2,"Not so popular"
"zelda-2-the-adventure-of-link",2,"Not so popular"
"hungry-shark-evolution",2,"Not so popular"
"they-are-billions",2,"Not so popular"
"viscera-cleanup-detail",2,"Not so popular"
"pokemon-pinball-ruby-and-sapphire",2,"Not so popular"
"record-of-agarest-war-2",2,"Not so popular"
"crisis-core-final-fantasy-7",2,"Not so popular"
"family-guy-the-quest-for-stuff",2,"Not so popular"
"dreamfall-the-longest-journey",2,"Not so popular"
"flightgear",2,"Not so popular"
"shadow-tactics-blades-of-the-shogun",2,"Not so popular"
"kings-bounty-armored-princess",2,"Not so popular"
"the-king-of-fighters-13",2,"Not so popular"
"ducktales-the-quest-for-gold",2,"Not so popular"
"the-age-of-decadence",2,"Not so popular"
"serious-sam-the-random-encounter",2,"Not so popular"
"the-book-of-unwritten-tales",2,"Not so popular"
"steel-division-normandy-44",2,"Not so popular"
"sonic-generations-3ds",2,"Not so popular"
"harvest-moon-a-wonderful-life",2,"Not so popular"
"harvest-moon-magical-melody",2,"Not so popular"
"harvest-moon-gbc",2,"Not so popular"
"treasure-adventure-world",2,"Not so popular"
"homeworld-deserts-of-kharak",2,"Not so popular"
"homeworld-2",2,"Not so popular"
"avernum-escape-from-the-pit",2,"Not so popular"
"wolcen",2,"Not so popular"
"floor-13",2,"Not so popular"
"wii-party-u",2,"Not so popular"
"heroes-of-hammerwatch",2,"Not so popular"
"dissidia-final-fantasy-nt",2,"Not so popular"
"attack-on-titan-2",2,"Not so popular"
"eco",2,"Not so popular"
"robocraft-infinity",2,"Not so popular"
"swords-of-ditto",2,"Not so popular"
"ys-series",2,"Not so popular"
"wizard-of-legend",2,"Not so popular"
"dirt-4",2,"Not so popular"
"powerplay-manager",2,"Not so popular"
"zombsroyale.io",2,"Not so popular"
"jurassic-world-alive",2,"Not so popular"
"conan-exiles",2,"Not so popular"
"epic-clicker-journey",2,"Not so popular"
"galaxy-attack-alien-shooter",2,"Not so popular"
"hero-u",2,"Not so popular"
"nine-parchments",2,"Not so popular"
"7-billion-humans",2,"Not so popular"
"the-sims-mobile",2,"Not so popular"
"the-universim",2,"Not so popular"
"furistas-cat-cafe",2,"Not so popular"
"free-fire",2,"Not so popular"
"donut-county",2,"Not so popular"
"frozen-synapse-2",2,"Not so popular"
"atelier-totori-plus",2,"Not so popular"
"valkyria-chronicles-4",2,"Not so popular"
"cube-2-sauerbraten",2,"Not so popular"
"ghostbusters-world",2,"Not so popular"
"thronebreaker-the-witcher-tales",2,"Not so popular"
"hitman-2",2,"Not so popular"
"deltarune",2,"Not so popular"
"snakebird",2,"Not so popular"
"human-fall-flat",2,"Not so popular"
"warhammer-40k-mechanicus",2,"Not so popular"
"warlords-battlecry-2",2,"Not so popular"
"tales-of-vesperia-de",2,"Not so popular"
"battle-brothers",2,"Not so popular"
"sunless-skies",2,"Not so popular"
"ghost-recon-advanced-warfighter",2,"Not so popular"
"crackdown-3",2,"Not so popular"
"ashen",2,"Not so popular"
"azur-lane",2,"Not so popular"
"devil-may-cry-5",2,"Not so popular"
"battlefleet-gothic-armada-2",2,"Not so popular"
"man-the-guns",2,"Not so popular"
"far-cry-new-dawn",2,"Not so popular"
"dont-starve-hamlet",2,"Not so popular"
"little-big-planet-3",2,"Not so popular"
"killzone-2",2,"Not so popular"
"the-banner-saga-2",2,"Not so popular"
"nba2k19",2,"Not so popular"
"one-finger-death-punch-2",2,"Not so popular"
"bos-wars",2,"Not so popular"
"war-clicks",2,"Not so popular"
"mordhau",2,"Not so popular"
"heavens-vault",2,"Not so popular"
"the-council",2,"Not so popular"
"forager",2,"Not so popular"
"fire-emblem-binding-blade",2,"Not so popular"
"outer-wilds-alpha",2,"Not so popular"
"f1-2018",2,"Not so popular"
"steamworld-quest",2,"Not so popular"
"road-redemption",2,"Not so popular"
"dota-underlords",2,"Not so popular"
"farming-simulator-2019",2,"Not so popular"
"megaquarium",2,"Not so popular"
"dr-mario-world",2,"Not so popular"
"mechwarrior-4-mercenaries",2,"Not so popular"
"raid-shadow-legends",2,"Not so popular"
"littlewood",2,"Not so popular"
"dawn-of-man",2,"Not so popular"
"wolfenstein-young-blood",2,"Not so popular"
"gog-galaxy-2.0",2,"Not so popular"
"donkey-kong-country-2",2,"Not so popular"
"pcsxr",2,"Not so popular"
"rad",2,"Not so popular"
"remnant-from-the-ashes",2,"Not so popular"
"witcheye",2,"Not so popular"
"monster-sanctuary",2,"Not so popular"
"advance-wars-2",2,"Not so popular"
"ancestors-the-humankind-odyssey",2,"Not so popular"
"the-grand-tour-game",2,"Not so popular"
"ghost-recon-breakpoint",2,"Not so popular"
"grindstone",2,"Not so popular"
"the-surge-2",2,"Not so popular"
"call-of-duty-mobile",2,"Not so popular"
"halo",2,"Not so popular"
"nvidia-gamestream",2,"Not so popular"
"card-of-darkness",2,"Not so popular"
"house-flipper",2,"Not so popular"
"lovers-in-a-dangerous-spacetime",2,"Not so popular"
"the-world-next-door",2,"Not so popular"
"valve-index",2,"Not so popular"
"gtfo",2,"Not so popular"
"graveyard-keeper",2,"Not so popular"
"seven-kingdoms-ancient-adversaries",2,"Not so popular"
"xbox-game-bar",2,"Not so popular"
"new-super-luckys-tale",2,"Not so popular"
"a-short-hike",2,"Not so popular"
"borderlands-2-vr",2,"Not so popular"
"fifa-20",2,"Not so popular"
"mythgard",2,"Not so popular"
"pro-evolution-soccer-2020",2,"Not so popular"
"gangstar-new-orleans",2,"Not so popular"
"the-bards-tale-4-barrows-deep",2,"Not so popular"
"google-io-mission-dashboard",2,"Not so popular"
"romance-of-the-three-kingdoms-8",2,"Not so popular"
"gears-tactics",2,"Not so popular"
"stone-story-rpg",2,"Not so popular"
"drake-hollow",2,"Not so popular"
"movie-battles-ii",2,"Not so popular"
"ghost-of-tsushima",2,"Not so popular"
"superhot-mind-control-delete",2,"Not so popular"
"grounded",2,"Not so popular"
"nba2k21",2,"Not so popular"
"yakuza-like-a-dragon",2,"Not so popular"
"sakuna-rice-and-ruin",2,"Not so popular"
"medieval-dynasty",2,"Not so popular"
"galaxy-reavers-2",2,"Not so popular"
"kingdoms-of-amalur-re-reckoning",2,"Not so popular"
"ubisoft-connect",2,"Not so popular"
"ea-play",2,"Not so popular"
"might-and-magic-book-one",1,"Not so popular"
"third-person-shooter",1,"Not so popular"
"lights-out",1,"Not so popular"
"mojo",1,"Not so popular"
"fifa-manager-2011",1,"Not so popular"
"nova-2",1,"Not so popular"
"space-marine",1,"Not so popular"
"child-of-eden",1,"Not so popular"
"back-to-karkand",1,"Not so popular"
"mm-heroes-kingdoms",1,"Not so popular"
"flatout",1,"Not so popular"
