"Game","Count","PopularityCategory"
"civilization-4-beyond-the-sword",18,"Not so popular"
"tf2-medic",18,"Not so popular"
"supreme-commander",18,"Not so popular"
"kingdom-hearts-birth-by-sleep",18,"Not so popular"
"firefall",18,"Not so popular"
"metal-gear-solid-series",18,"Not so popular"
"grid-2",18,"Not so popular"
"nba2k14",18,"Not so popular"
"boom-beach",18,"Not so popular"
"crypt-of-the-necrodancer",18,"Not so popular"
"minecraft-comes-alive",18,"Not so popular"
"offworld-trading-company",18,"Not so popular"
"hacknet",18,"Not so popular"
"mad-max",18,"Not so popular"
"god-of-war-2018",18,"Not so popular"
"sekiro-shadows-die-twice",18,"Not so popular"
"commodore-64",17,"Not so popular"
"crysis",17,"Not so popular"
"mirrors-edge",17,"Not so popular"
"vvvvvv",17,"Not so popular"
"rise-of-nations",17,"Not so popular"
"empire-total-war",17,"Not so popular"
"fifa-11",17,"Not so popular"
"desktop-dungeons-2010",17,"Not so popular"
"tetris",17,"Not so popular"
"adom",17,"Not so popular"
"theme-hospital",17,"Not so popular"
"final-fantasy-series",17,"Not so popular"
"neverwinter-nights",17,"Not so popular"
"orcs-must-die",17,"Not so popular"
"star-control-2",17,"Not so popular"
"temple-run",17,"Not so popular"
"angry-birds-space",17,"Not so popular"
"halo-series",17,"Not so popular"
"pixel-dungeon",17,"Not so popular"
"reus",17,"Not so popular"
"cube-world",17,"Not so popular"
"pokemon-black-white",17,"Not so popular"
"metal-gear-solid-5-ground-zeroes",17,"Not so popular"
"untrusted",17,"Not so popular"
"steam-in-home-streaming",17,"Not so popular"
"trove",17,"Not so popular"
"dragon-ball-xenoverse",17,"Not so popular"
"marvel-contest-champions",17,"Not so popular"
"fifa-16",17,"Not so popular"
"nvidia-geforce-experience",17,"Not so popular"
"into-the-breach",17,"Not so popular"
"battletech",17,"Not so popular"
"new-super-mario-bros-wii",16,"Not so popular"
"everquest",16,"Not so popular"
"titan-quest",16,"Not so popular"
"heroes-of-newerth",16,"Not so popular"
"minesweeper",16,"Not so popular"
"xcom-ufo-defense",16,"Not so popular"
"god-of-war",16,"Not so popular"
"street-fighter-series",16,"Not so popular"
"halo-combat-evolved",16,"Not so popular"
"directx-11",16,"Not so popular"
"tf2-scout",16,"Not so popular"
"half-minute-hero",16,"Not so popular"
"skylanders-giants",16,"Not so popular"
"chivalry-medieval-warfare",16,"Not so popular"
"towns",16,"Not so popular"
"football-manager-2013",16,"Not so popular"
"command-and-conquer-generals",16,"Not so popular"
"metal-gear-rising-revengeance",16,"Not so popular"
"motioninjoy-ds3tool",16,"Not so popular"
"towerfall-ascension",16,"Not so popular"
"pcsx2",16,"Not so popular"
"robocraft",16,"Not so popular"
"alien-isolation",16,"Not so popular"
"lego-dimensions",16,"Not so popular"
"steam-vr",16,"Not so popular"
"dishonored-2",16,"Not so popular"
"call-of-duty-ww2",16,"Not so popular"
"dragon-quest-xi",16,"Not so popular"
"civilization-6-gathering-storm",16,"Not so popular"
"the-elder-scrolls-blades",16,"Not so popular"
"minecraft-addons",16,"Not so popular"
"tropico-3",15,"Not so popular"
"quake-live",15,"Not so popular"
"civilization-2",15,"Not so popular"
"metal-gear-solid-4-guns-of-patriots",15,"Not so popular"
"final-fantasy-9",15,"Not so popular"
"dungeons-dragons-online",15,"Not so popular"
"limbo",15,"Not so popular"
"rock-band-2",15,"Not so popular"
"command-and-conquer-zero-hour",15,"Not so popular"
"illyriad",15,"Not so popular"
"evil-genius",15,"Not so popular"
"moba",15,"Not so popular"
"tf2-heavy",15,"Not so popular"
"trine-2",15,"Not so popular"
"the-sims",15,"Not so popular"
"blacklight-retribution",15,"Not so popular"
"mtg-duels-of-the-planeswalkers-2013",15,"Not so popular"
"hero-academy",15,"Not so popular"
"metal-gear-solid-hd-collection",15,"Not so popular"
"neo-scavenger",15,"Not so popular"
"borderlands-series",15,"Not so popular"
"zelda-oracle-of-ages",15,"Not so popular"
"club-nintendo",15,"Not so popular"
"battleblock-theater",15,"Not so popular"
"timber-and-stone",15,"Not so popular"
"far-cry-3-blood-dragon",15,"Not so popular"
"splinter-cell-blacklist",15,"Not so popular"
"card-hunter",15,"Not so popular"
"lego-marvel-super-heroes",15,"Not so popular"
"reign-of-giants",15,"Not so popular"
"heroville",15,"Not so popular"
"zelda-majoras-mask-3d",15,"Not so popular"
"steam-monster-game",15,"Not so popular"
"steam-link",15,"Not so popular"
"miitomo",15,"Not so popular"
"my-boy",15,"Not so popular"
"gwent",15,"Not so popular"
"nioh",15,"Not so popular"
"yooka-laylee",15,"Not so popular"
"dead-cells",15,"Not so popular"
"teamfight-tactics",15,"Not so popular"
"world-of-warcraft-classic",15,"Not so popular"
"call-of-duty-modern-warfare",15,"Not so popular"
"final-fantasy-7-remake",15,"Not so popular"
"among-us",15,"Not so popular"
"prince-of-persia",14,"Not so popular"
"nintendo-dsi",14,"Not so popular"
"bejeweled-3",14,"Not so popular"
"dragon-age-origins-awakening",14,"Not so popular"
"age-of-empires",14,"Not so popular"
"rollercoaster-tycoon-3",14,"Not so popular"
"star-wars-kotor",14,"Not so popular"
"final-fantasy-4",14,"Not so popular"
"victoria-2",14,"Not so popular"
"tf2-demoman",14,"Not so popular"
"blood-brothers",14,"Not so popular"
"mark-of-the-ninja",14,"Not so popular"
"hotline-miami",14,"Not so popular"
"scribblenauts-unlimited",14,"Not so popular"
"zelda-oracle-of-seasons",14,"Not so popular"
"monaco",14,"Not so popular"
"grim-dawn",14,"Not so popular"
"dayz-standalone",14,"Not so popular"
"lightning-returns-final-fantasy-13",14,"Not so popular"
"plague-inc-evolved",14,"Not so popular"
"ultra-street-fighter-iv",14,"Not so popular"
"kingdom-hearts-2.5-remix",14,"Not so popular"
"persona-4-golden",14,"Not so popular"
"stack-egg",14,"Not so popular"
"dont-get-fired",14,"Not so popular"
"magic-the-gathering-puzzle-quest",14,"Not so popular"
"heroes-of-might-and-magic-4",14,"Not so popular"
"celeste",14,"Not so popular"
"risk-of-rain-2",14,"Not so popular"
"bloodstained-ritual-of-the-night",14,"Not so popular"
"mario-kart-tour",14,"Not so popular"
"pokemon-home",14,"Not so popular"
"gaming-accessories",13,"Not so popular"
"atari-2600",13,"Not so popular"
"warhammer-40k-dawn-of-war-2",13,"Not so popular"
"pac-man",13,"Not so popular"
"puzzle-quest-2",13,"Not so popular"
"alan-wake",13,"Not so popular"
"deathspank",13,"Not so popular"
"urban-terror",13,"Not so popular"
"worms-reloaded",13,"Not so popular"
"bayonetta",13,"Not so popular"
"medal-of-honor",13,"Not so popular"
"quake-2",13,"Not so popular"
"playstation-move",13,"Not so popular"
"freelancer",13,"Not so popular"
"age-of-empires-online",13,"Not so popular"
"saints-row-2",13,"Not so popular"
"metal-gear-solid-2-sons-of-liberty",13,"Not so popular"
"tales-of-maj-eyal",13,"Not so popular"
"the-elder-scrolls-arena",13,"Not so popular"
"planescape-torment",13,"Not so popular"
"earthbound",13,"Not so popular"
"command-and-conquer-red-alert-2",13,"Not so popular"
"resident-evil-4",13,"Not so popular"
"trackmania-2",13,"Not so popular"
"spelunky",13,"Not so popular"
"age-of-wonders",13,"Not so popular"
"hyperdimension-neptunia-mk2",13,"Not so popular"
"dmc-devil-may-cry",13,"Not so popular"
"phantasy-star-online",13,"Not so popular"
"neptunia-v",13,"Not so popular"
"dead-island-riptide",13,"Not so popular"
"unepic",13,"Not so popular"
"company-of-heroes-2",13,"Not so popular"
"hammer",13,"Not so popular"
"dragon-city",13,"Not so popular"
"space-station-13",13,"Not so popular"
"asphalt-8",13,"Not so popular"
"dungeon-of-the-endless",13,"Not so popular"
"pokemon-mystery-dungeon",13,"Not so popular"
"might-and-magic-x-legacy",13,"Not so popular"
"another-case-solved",13,"Not so popular"
"tales-of-symphonia-hd",13,"Not so popular"
"plants-vs-zombies-garden-warfare",13,"Not so popular"
"tiny-tower-vegas",13,"Not so popular"
"hotline-miami-2",13,"Not so popular"
"pokemon-uranium",13,"Not so popular"
"dark-souls-series",13,"Not so popular"
"discord",13,"Not so popular"
"steam-play",13,"Not so popular"
"call-of-duty-infinite-warfare",13,"Not so popular"
"far-cry-5",13,"Not so popular"
"two-point-hospital",13,"Not so popular"
"the-division-2",13,"Not so popular"
"doom-eternal",13,"Not so popular"
"hearts-of-iron-3",12,"Not so popular"
"battle-for-wesnoth",12,"Not so popular"
"mario-kart-64",12,"Not so popular"
"donkey-kong-country-returns",12,"Not so popular"
"command-and-conquer-red-alert",12,"Not so popular"
"everquest-2",12,"Not so popular"
"dirt-3",12,"Not so popular"
"duke-nukem-forever",12,"Not so popular"
"splinter-cell-conviction",12,"Not so popular"
"super-smash-bros",12,"Not so popular"
"madden-12",12,"Not so popular"
"rayman-origins",12,"Not so popular"
"firetop-mountain",12,"Not so popular"
"nintendogs-and-cats",12,"Not so popular"
"golden-sun-dark-dawn",12,"Not so popular"
"journey",12,"Not so popular"
"animal-crossing-city-folk",12,"Not so popular"
"dust-an-elysian-tail",12,"Not so popular"
"skullgirls",12,"Not so popular"
"the-last-remnant",12,"Not so popular"
"autohotkey",12,"Not so popular"
"luigis-mansion-dark-moon",12,"Not so popular"
"poker-night-2",12,"Not so popular"
"remember-me",12,"Not so popular"
"borderlands-2-tiny-tinas-assault",12,"Not so popular"
"kingdom-hearts-1.5-remix",12,"Not so popular"
"the-sims-freeplay",12,"Not so popular"
"game-of-war-fire-age",12,"Not so popular"
"hay-day",12,"Not so popular"
"age-of-wonders-3",12,"Not so popular"
"wildstar",12,"Not so popular"
"battlefield-hardline",12,"Not so popular"
"shovel-knight",12,"Not so popular"
"this-war-of-mine",12,"Not so popular"
"life-is-strange",12,"Not so popular"
"obs",12,"Not so popular"
"pokemon-rumble-world",12,"Not so popular"
"warhammer-vermintide",12,"Not so popular"
"homebrew",12,"Not so popular"
"gears-of-war-4",12,"Not so popular"
"paladins",12,"Not so popular"
"assassins-creed-syndicate",12,"Not so popular"
"mario-plus-rabbids-kingdom-battle",12,"Not so popular"
"warhammer-ii-total-war",12,"Not so popular"
"cuphead",12,"Not so popular"
"fire-emblem-echoes-shadows-valentia",12,"Not so popular"
"state-of-decay-2",12,"Not so popular"
"octopath-traveler",12,"Not so popular"
"magic-the-gathering-arena",12,"Not so popular"
"monster-hunter-world-iceborne",12,"Not so popular"
"noita",12,"Not so popular"
"bloons-td-6",12,"Not so popular"
"the-outer-worlds",12,"Not so popular"
"flash",11,"Not so popular"
"bejeweled-blitz",11,"Not so popular"
"final-fantasy",11,"Not so popular"
"zork",11,"Not so popular"
"startopia",11,"Not so popular"
"fable-2",11,"Not so popular"
"shadow-of-the-colossus",11,"Not so popular"
"wii-sports",11,"Not so popular"
"defense-grid-awakening",11,"Not so popular"
"paradise-island",11,"Not so popular"
"battlefield-1942",11,"Not so popular"
"europa-universalis-3",11,"Not so popular"
"ratchet-and-clank-all-4-one",11,"Not so popular"
"king-of-dragon-pass",11,"Not so popular"
"disgaea-2",11,"Not so popular"
"kingdom-rush",11,"Not so popular"
"dustforce",11,"Not so popular"
"streetpass-quest-find-mii-2",11,"Not so popular"
"sins-of-a-solar-empire",11,"Not so popular"
"ultimate-mvc3",11,"Not so popular"
"game-of-thrones",11,"Not so popular"
"the-bureau-xcom-declassified",11,"Not so popular"
"hill-climb-racing",11,"Not so popular"
"rayman-legends",11,"Not so popular"
"warhammer-40k-dawn-of-war",11,"Not so popular"
"super-mario-3d-world",11,"Not so popular"
"infamous-second-son",11,"Not so popular"
"gemcraft-chasing-shadows",11,"Not so popular"
"transistor",11,"Not so popular"
"sky-force-2014",11,"Not so popular"
"disney-infinity-2.0",11,"Not so popular"
"the-evil-within",11,"Not so popular"
"assassins-creed-rogue",11,"Not so popular"
"persona-q",11,"Not so popular"
"town-of-salem",11,"Not so popular"
"pokemon-shuffle",11,"Not so popular"
"altos-adventure",11,"Not so popular"
"summoners-war",11,"Not so popular"
"star-wars-battlefront-2",11,"Not so popular"
"wasteland-2-directors-cut",11,"Not so popular"
"yo-kai-watch",11,"Not so popular"
"mario-and-luigi-paper-jam",11,"Not so popular"
"uncharted-4",11,"Not so popular"
"titan-quest-anniversary-edition",11,"Not so popular"
"forza-horizon-3",11,"Not so popular"
"planet-coaster",11,"Not so popular"
"let-it-die",11,"Not so popular"
"fifa-18",11,"Not so popular"
"slay-the-spire",11,"Not so popular"
"cultist-simulator",11,"Not so popular"
"steam-mobile",11,"Not so popular"
"kings-bounty-the-legend",10,"Not so popular"
"metal-gear-solid-peace-walker",10,"Not so popular"
"disgaea-3",10,"Not so popular"
"xbox-system-link",10,"Not so popular"
"need-for-speed-world",10,"Not so popular"
"marvel-vs-capcom-3",10,"Not so popular"
"dance-dance-revolution",10,"Not so popular"
"infamous",10,"Not so popular"
"atom-zombie-smasher",10,"Not so popular"
"desura",10,"Not so popular"
"icewind-dale",10,"Not so popular"
"angband",10,"Not so popular"
"pal",10,"Not so popular"
"amnesia-the-dark-descent",10,"Not so popular"
"costume-quest",10,"Not so popular"
"forza-4",10,"Not so popular"
"resident-evil-5",10,"Not so popular"
"serious-sam-3-bfe",10,"Not so popular"
"minicraft",10,"Not so popular"
"disgaea-4",10,"Not so popular"
"sword-and-sworcery",10,"Not so popular"
"ghost-recon-fs",10,"Not so popular"
"system-shock-2",10,"Not so popular"
"epsxe",10,"Not so popular"
"zombies-run",10,"Not so popular"
"neocron",10,"Not so popular"
"jet-set-radio",10,"Not so popular"
"star-wars-battlefront",10,"Not so popular"
"metal-gear-solid",10,"Not so popular"
"waking-mars",10,"Not so popular"
"accessibility",10,"Not so popular"
"grand-theft-auto-vice-city",10,"Not so popular"
"evoland",10,"Not so popular"
"rollercoaster-tycoon-2",10,"Not so popular"
"streetpass-battle-warriors-way",10,"Not so popular"
"sonic-3-and-knuckles",10,"Not so popular"
"mario-luigi-dream-team",10,"Not so popular"
"elona-plus",10,"Not so popular"
"dragons-dogma-dark-arisen",10,"Not so popular"
"bloons-td-battles",10,"Not so popular"
"the-banner-saga",10,"Not so popular"
"football-manager-2014",10,"Not so popular"
"farmville-country-escape",10,"Not so popular"
"wolfenstein-the-new-order",10,"Not so popular"
"crossy-road",10,"Not so popular"
"galactic-civilizations-3",10,"Not so popular"
"pokemon-hgss-pokewalker",10,"Not so popular"
"sonic-the-hedgehog-series",10,"Not so popular"
"the-witcher-series",10,"Not so popular"
"shadowrun-dragonfall",10,"Not so popular"
"neko-atsume",10,"Not so popular"
"vive",10,"Not so popular"
"ps-remote-play",10,"Not so popular"
"pokemon-duel",10,"Not so popular"
"the-sexy-brutale",10,"Not so popular"
"pathfinder-kingmaker",10,"Not so popular"
"kingdom-hearts-3",10,"Not so popular"
"wizards-unite",10,"Not so popular"
"dragon-quest-builders-2",10,"Not so popular"
"ring-fit-adventure",10,"Not so popular"
"amiga",9,"Not so popular"
"forza-3",9,"Not so popular"
"games-for-windows",9,"Not so popular"
"maniac-mansion",9,"Not so popular"
"super-mario-galaxy",9,"Not so popular"
"maplestory",9,"Not so popular"
"unreal-tournament-2004",9,"Not so popular"
"supreme-commander-2",9,"Not so popular"
"beat-hazard",9,"Not so popular"
"goblin-camp",9,"Not so popular"
"system-shock",9,"Not so popular"
"metroid-prime-3",9,"Not so popular"
"poker-night-at-the-inventory",9,"Not so popular"
"guild-2",9,"Not so popular"
"goldeneye-007",9,"Not so popular"
"two-worlds-2",9,"Not so popular"
"super-mario-rpg",9,"Not so popular"
"windows-phone",9,"Not so popular"
"google-chrome",9,"Not so popular"
"mtg-duels-of-the-planeswalkers-2012",9,"Not so popular"
"travian",9,"Not so popular"
"harvest-moon-two-towns",9,"Not so popular"
"nba2k12",9,"Not so popular"
"system-mods",9,"Not so popular"
"grand-theft-auto-3",9,"Not so popular"
"puzzle-swap",9,"Not so popular"
"seiklus",9,"Not so popular"
"mass-effect-infiltrator",9,"Not so popular"
"civilization-revolution",9,"Not so popular"
"the-missing-link",9,"Not so popular"
"wasteland",9,"Not so popular"
"prototype-2",9,"Not so popular"
"theatrhythm-final-fantasy",9,"Not so popular"
"death-rally-2012",9,"Not so popular"
"galactic-civilizations-2",9,"Not so popular"
"new-super-mario-bros-2",9,"Not so popular"
"resident-evil-2",9,"Not so popular"
"netflix",9,"Not so popular"
"super-mario-sunshine",9,"Not so popular"
"okami-hd",9,"Not so popular"
"surgeon-simulator-2013",9,"Not so popular"
"project-zomboid",9,"Not so popular"
"starcraft-series",9,"Not so popular"
"ouya",9,"Not so popular"
"infinity-blade-3",9,"Not so popular"
"the-wonderful-101",9,"Not so popular"
"command-and-conquer-yuris-revenge",9,"Not so popular"
"forza-5",9,"Not so popular"
"dead-rising-3",9,"Not so popular"
"gears-of-war-judgment",9,"Not so popular"
"rune-factory-4",9,"Not so popular"
"nuclear-throne",9,"Not so popular"
"child-of-light",9,"Not so popular"
"angry-birds-epic",9,"Not so popular"
"minecraft-yogscast-complete-pack",9,"Not so popular"
"mtg-duels-of-the-planeswalkers-2015",9,"Not so popular"
"xcom-long-war",9,"Not so popular"
"msdos",9,"Not so popular"
"star-wars-commander",9,"Not so popular"
"legend-of-grimrock-2",9,"Not so popular"
"screeps",9,"Not so popular"
"the-long-dark",9,"Not so popular"
"five-nights-at-freddys-3",9,"Not so popular"
"final-fantasy-type-0-hd",9,"Not so popular"
"shadowrun-hong-kong",9,"Not so popular"
"endless-sky",9,"Not so popular"
"pokemon-super-mystery-dungeon",9,"Not so popular"
"paragon",9,"Not so popular"
"witcher-3-blood-and-wine",9,"Not so popular"
"mafia-3",9,"Not so popular"
"world-of-final-fantasy",9,"Not so popular"
